FIPS,FIPSTEXT,y12_M085_valuetext,y12_M085_classRange,Acres of Total Cropland as Percent of Land Area in Acres: 2012_valueNumeric,y12_M270_valueText,y12_M270_classRange,Acres of Cropland and Pastureland Treated with Animal Manure as Percent of Total Cropland Acreage_valueNumeric
48115,48115,83.51,75 or more,83.51,1.2,Less than 5,1.2
48117,48117,63.33,50 - 74,63.33,5.94,14-May,5.94
48119,48119,39.57,30 - 49,39.57,(D),Less than 5,
48121,48121,23.46,15 - 29,23.46,3.16,Less than 5,3.16
48123,48123,8.54,14-May,8.54,5.73,14-May,5.73
48125,48125,22.24,15 - 29,22.24,0.91,Less than 5,0.91
48127,48127,5.21,14-May,5.21,(D),Less than 5,
48129,48129,11.46,14-May,11.46,3.01,Less than 5,3.01
48131,48131,5.22,14-May,5.22,0.15,Less than 5,0.15
48133,48133,15.43,15 - 29,15.43,2.08,Less than 5,2.08
48135,48135,0.63,Less than 5,0.63,1.81,Less than 5,1.81
48137,48137,0.96,Less than 5,0.96,4.91,Less than 5,4.91
48139,48139,37.48,30 - 49,37.48,7.15,14-May,7.15
48141,48141,8.22,14-May,8.22,0.89,Less than 5,0.89
48143,48143,17.94,15 - 29,17.94,11.79,14-May,11.79
48145,48145,35.57,30 - 49,35.57,1.76,Less than 5,1.76
48147,48147,35.08,30 - 49,35.08,3.28,Less than 5,3.28
48149,48149,15.69,15 - 29,15.69,3.87,Less than 5,3.87
48151,48151,36.53,30 - 49,36.53,(D),Less than 5,
48153,48153,61.88,50 - 74,61.88,2.2,Less than 5,2.2
48155,48155,21.79,15 - 29,21.79,0,Less than 5,0
48157,48157,24.64,15 - 29,24.64,0.93,Less than 5,0.93
48159,48159,15.33,15 - 29,15.33,19.29,15 - 29,19.29
48161,48161,8.39,14-May,8.39,30.62,30 - 59,30.62
48163,48163,21.08,15 - 29,21.08,0.05,Less than 5,0.05
48165,48165,59.34,50 - 74,59.34,0.72,Less than 5,0.72
48167,48167,7.25,14-May,7.25,0.82,Less than 5,0.82
48169,48169,14.36,14-May,14.36,1.51,Less than 5,1.51
48171,48171,9.81,14-May,9.81,3.1,Less than 5,3.1
48173,48173,23.38,15 - 29,23.38,0,Less than 5,0
48175,48175,6.05,14-May,6.05,5.55,14-May,5.55
48177,48177,10.1,14-May,10.1,25.1,15 - 29,25.1
48179,48179,27.19,15 - 29,27.19,2.62,Less than 5,2.62
48181,48181,29.55,15 - 29,29.55,10.58,14-May,10.58
48183,48183,4.71,Less than 5,4.71,15.49,15 - 29,15.49
48185,48185,11.26,14-May,11.26,10.67,14-May,10.67
48187,48187,24.63,15 - 29,24.63,2.2,Less than 5,2.2
48189,48189,74.61,50 - 74,74.61,4.69,Less than 5,4.69
48191,48191,32.94,30 - 49,32.94,4.14,Less than 5,4.14
48193,48193,14.13,14-May,14.13,7.23,14-May,7.23
48195,48195,50.02,50 - 74,50.02,5.97,14-May,5.97
48197,48197,29.43,15 - 29,29.43,(D),Less than 5,
48199,48199,3.98,Less than 5,3.98,6.02,14-May,6.02
48201,48201,5.49,14-May,5.49,6.19,14-May,6.19
48203,48203,7.09,14-May,7.09,8.75,14-May,8.75
48205,48205,28.89,15 - 29,28.89,8.52,14-May,8.52
48207,48207,51.64,50 - 74,51.64,(D),Less than 5,
48209,48209,6.99,14-May,6.99,4.46,Less than 5,4.46
48211,48211,6.87,14-May,6.87,(D),Less than 5,
48213,48213,14.65,14-May,14.65,5.72,14-May,5.72
48215,48215,46.31,30 - 49,46.31,0.4,Less than 5,0.4
48217,48217,37.79,30 - 49,37.79,1.23,Less than 5,1.23
48219,48219,68.82,50 - 74,68.82,2.4,Less than 5,2.4
48221,48221,16.1,15 - 29,16.1,5.24,14-May,5.24
48223,48223,26.01,15 - 29,26.01,15.68,15 - 29,15.68
48225,48225,10.61,14-May,10.61,10.57,14-May,10.57
48227,48227,28.08,15 - 29,28.08,(D),Less than 5,
48229,48229,1.65,Less than 5,1.65,1.07,Less than 5,1.07
48231,48231,33.53,30 - 49,33.53,2.74,Less than 5,2.74
48233,48233,17.22,15 - 29,17.22,4.23,Less than 5,4.23
48235,48235,1.6,Less than 5,1.6,(D),Less than 5,
48237,48237,6.14,14-May,6.14,3.16,Less than 5,3.16
48239,48239,28.6,15 - 29,28.6,0.77,Less than 5,0.77
48241,48241,2.72,Less than 5,2.72,13.77,14-May,13.77
48243,48243,0.25,Less than 5,0.25,(D),Less than 5,
48245,48245,20.1,15 - 29,20.1,2.16,Less than 5,2.16
48247,48247,1.31,Less than 5,1.31,(D),Less than 5,
48249,48249,34.69,30 - 49,34.69,0.34,Less than 5,0.34
48251,48251,25.85,15 - 29,25.85,3.65,Less than 5,3.65
48253,48253,50.8,50 - 74,50.8,0.27,Less than 5,0.27
48255,48255,17.29,15 - 29,17.29,2.64,Less than 5,2.64
48257,48257,26.12,15 - 29,26.12,2.07,Less than 5,2.07
48259,48259,6.49,14-May,6.49,6.1,14-May,6.1
48261,48261,0.33,Less than 5,0.33,0,Less than 5,0
48263,48263,6.81,14-May,6.81,0,Less than 5,0
48265,48265,6.26,14-May,6.26,0.74,Less than 5,0.74
48267,48267,1.94,Less than 5,1.94,(D),Less than 5,
48269,48269,4.02,Less than 5,4.02,0,Less than 5,0
48271,48271,1.91,Less than 5,1.91,0.22,Less than 5,0.22
48273,48273,12.63,14-May,12.63,0.15,Less than 5,0.15
48275,48275,34.84,30 - 49,34.84,(D),Less than 5,
48277,48277,30.29,30 - 49,30.29,2.91,Less than 5,2.91
48279,48279,72.14,50 - 74,72.14,5.72,14-May,5.72
48281,48281,11.02,14-May,11.02,2.2,Less than 5,2.2
48283,48283,4.63,Less than 5,4.63,2.29,Less than 5,2.29
48285,48285,13.01,14-May,13.01,4.44,Less than 5,4.44
48287,48287,10.96,14-May,10.96,5.53,14-May,5.53
48289,48289,10.78,14-May,10.78,30.77,30 - 59,30.77
48291,48291,13.63,14-May,13.63,2.4,Less than 5,2.4
48293,48293,13.96,14-May,13.96,10.97,14-May,10.97
48295,48295,19.85,15 - 29,19.85,(D),Less than 5,
48297,48297,8.38,14-May,8.38,0.12,Less than 5,0.12
48299,48299,3.57,Less than 5,3.57,(D),30 - 59,
48301,48301,0.14,Less than 5,0.14,0,Less than 5,0
48303,48303,73.94,50 - 74,73.94,7.15,14-May,7.15
48305,48305,71.24,50 - 74,71.24,2.5,Less than 5,2.5
48307,48307,13.21,14-May,13.21,0.45,Less than 5,0.45
48309,48309,36.76,30 - 49,36.76,2.76,Less than 5,2.76
48311,48311,2.65,Less than 5,2.65,0.14,Less than 5,0.14
48313,48313,11.84,14-May,11.84,12.79,14-May,12.79
48315,48315,3.41,Less than 5,3.41,(D),14-May,
48317,48317,47.75,30 - 49,47.75,0,Less than 5,0
48319,48319,4.86,Less than 5,4.86,10.21,14-May,10.21
48321,48321,25.14,15 - 29,25.14,1.8,Less than 5,1.8
48323,48323,1.69,Less than 5,1.69,4.35,Less than 5,4.35
48325,48325,16.67,15 - 29,16.67,0.9,Less than 5,0.9
48327,48327,3.58,Less than 5,3.58,0.04,Less than 5,0.04
48329,48329,10.83,14-May,10.83,0.1,Less than 5,0.1
48331,48331,21.97,15 - 29,21.97,5,14-May,5
48333,48333,12,14-May,12,1.41,Less than 5,1.41
48335,48335,25.16,15 - 29,25.16,0.11,Less than 5,0.11
48337,48337,12.43,14-May,12.43,3.55,Less than 5,3.55
48339,48339,4.73,Less than 5,4.73,10.34,14-May,10.34
48341,48341,45.79,30 - 49,45.79,12.35,14-May,12.35
48343,48343,11.24,14-May,11.24,28.57,15 - 29,28.57
48345,48345,10.38,14-May,10.38,(D),Less than 5,
48347,48347,7.21,14-May,7.21,38.37,30 - 59,38.37
48349,48349,22.61,15 - 29,22.61,4.49,Less than 5,4.49
48351,48351,1.49,Less than 5,1.49,12.02,14-May,12.02
48353,48353,20.25,15 - 29,20.25,(D),Less than 5,
48355,48355,67.57,50 - 74,67.57,0.17,Less than 5,0.17
48357,48357,51.86,50 - 74,51.86,1.15,Less than 5,1.15
48359,48359,9.87,14-May,9.87,0.92,Less than 5,0.92
48361,48361,3.14,Less than 5,3.14,8.23,14-May,8.23
48363,48363,9.1,14-May,9.1,1.54,Less than 5,1.54
48365,48365,7.53,14-May,7.53,24.3,15 - 29,24.3
48367,48367,16.23,15 - 29,16.23,8.67,14-May,8.67
48369,48369,78.9,75 or more,78.9,6.94,14-May,6.94
48371,48371,2.09,Less than 5,2.09,0,Less than 5,0
48373,48373,3.43,Less than 5,3.43,6.88,14-May,6.88
48375,48375,9.32,14-May,9.32,0.07,Less than 5,0.07
48377,48377,0.99,Less than 5,0.99,(D),Less than 5,
48379,48379,23.33,15 - 29,23.33,3.83,Less than 5,3.83
48381,48381,43,30 - 49,43,2.56,Less than 5,2.56
48383,48383,6.2,14-May,6.2,(D),Less than 5,
48385,48385,1.23,Less than 5,1.23,(D),15 - 29,
48387,48387,14.27,14-May,14.27,4.92,Less than 5,4.92
48389,48389,5.82,14-May,5.82,(D),Less than 5,
48391,48391,17.54,15 - 29,17.54,0,Less than 5,0
48393,48393,8.33,14-May,8.33,(D),Less than 5,
48395,48395,19.7,15 - 29,19.7,9.12,14-May,9.12
48397,48397,17.37,15 - 29,17.37,1.03,Less than 5,1.03
48399,48399,36.86,30 - 49,36.86,1.3,Less than 5,1.3
48401,48401,8.03,14-May,8.03,12.54,14-May,12.54
48403,48403,1.46,Less than 5,1.46,77.49,60 or more,77.49
48405,48405,2.63,Less than 5,2.63,61.1,60 or more,61.1
48407,48407,6.66,14-May,6.66,5.9,14-May,5.9
48409,48409,55.82,50 - 74,55.82,0.26,Less than 5,0.26
48411,48411,7.32,14-May,7.32,0.29,Less than 5,0.29
48413,48413,3.88,Less than 5,3.88,(D),Less than 5,
48415,48415,35.63,30 - 49,35.63,(D),Less than 5,
48417,48417,9.39,14-May,9.39,(D),Less than 5,
48419,48419,7.15,14-May,7.15,51.03,30 - 59,51.03
48421,48421,57.41,50 - 74,57.41,5.62,14-May,5.62
48423,48423,13.08,14-May,13.08,12.1,14-May,12.1
48425,48425,10.3,14-May,10.3,1.46,Less than 5,1.46
48427,48427,16.77,15 - 29,16.77,0.21,Less than 5,0.21
48429,48429,9.48,14-May,9.48,0.49,Less than 5,0.49
48431,48431,2.15,Less than 5,2.15,2.99,Less than 5,2.99
48433,48433,13.56,14-May,13.56,0,Less than 5,0
48435,48435,1.18,Less than 5,1.18,0,Less than 5,0
48437,48437,61.62,50 - 74,61.62,2.11,Less than 5,2.11
48439,48439,6.88,14-May,6.88,9.12,14-May,9.12
48441,48441,27.11,15 - 29,27.11,(D),14-May,
48443,48443,0.13,Less than 5,0.13,27.27,15 - 29,27.27
48445,48445,66.27,50 - 74,66.27,0.93,Less than 5,0.93
48447,48447,18.42,15 - 29,18.42,0.69,Less than 5,0.69
48449,48449,11.97,14-May,11.97,20.24,15 - 29,20.24
48451,48451,17.27,15 - 29,17.27,1.43,Less than 5,1.43
48453,48453,9.66,14-May,9.66,1.72,Less than 5,1.72
48455,48455,4.04,Less than 5,4.04,13.29,14-May,13.29
48457,48457,2.77,Less than 5,2.77,12.64,14-May,12.64
48459,48459,11.56,14-May,11.56,19.89,15 - 29,19.89
48461,48461,5.8,14-May,5.8,0,Less than 5,0
48463,48463,14.08,14-May,14.08,(D),Less than 5,
48465,48465,0.4,Less than 5,0.4,6.78,14-May,6.78
48467,48467,18.65,15 - 29,18.65,9.41,14-May,9.41
48469,48469,14.2,14-May,14.2,1.05,Less than 5,1.05
48471,48471,7.7,14-May,7.7,2.57,Less than 5,2.57
48473,48473,24.32,15 - 29,24.32,3.49,Less than 5,3.49
48475,48475,1.1,Less than 5,1.1,0,Less than 5,0
48477,48477,23.12,15 - 29,23.12,5.27,14-May,5.27
48479,48479,1.17,Less than 5,1.17,0.6,Less than 5,0.6
48481,48481,56.34,50 - 74,56.34,0.79,Less than 5,0.79
48483,48483,17.03,15 - 29,17.03,6.14,14-May,6.14
48485,48485,29.15,15 - 29,29.15,0.1,Less than 5,0.1
48487,48487,31.64,30 - 49,31.64,1.61,Less than 5,1.61
48489,48489,50.83,50 - 74,50.83,0.06,Less than 5,0.06
48491,48491,29.56,15 - 29,29.56,5.15,14-May,5.15
48493,48493,20.07,15 - 29,20.07,3.21,Less than 5,3.21
48495,48495,(D),Less than 5,,(D),Less than 5,
48497,48497,19.75,15 - 29,19.75,2.42,Less than 5,2.42
48499,48499,12.72,14-May,12.72,13.18,14-May,13.18
48501,48501,51.94,50 - 74,51.94,(D),Less than 5,
48503,48503,16.71,15 - 29,16.71,0.38,Less than 5,0.38
48505,48505,2.04,Less than 5,2.04,0,Less than 5,0
48507,48507,11.56,14-May,11.56,2.8,Less than 5,2.8
49001,49001,2.24,Less than 5,2.24,6.96,14-May,6.96
49003,49003,8.94,14-May,8.94,1.92,Less than 5,1.92
49005,49005,18.41,15 - 29,18.41,10.84,14-May,10.84
49007,49007,2.21,Less than 5,2.21,5.1,14-May,5.1
49009,49009,1.55,Less than 5,1.55,0.75,Less than 5,0.75
49011,49011,6.78,14-May,6.78,3.93,Less than 5,3.93
49013,49013,3.77,Less than 5,3.77,5.76,14-May,5.76
49015,49015,1.46,Less than 5,1.46,5.51,14-May,5.51
49017,49017,0.53,Less than 5,0.53,12.02,14-May,12.02
49019,49019,0.27,Less than 5,0.27,41.98,30 - 59,41.98
49021,49021,3.68,Less than 5,3.68,11.06,14-May,11.06
49023,49023,2.2,Less than 5,2.2,4.99,Less than 5,4.99
49025,49025,0.17,Less than 5,0.17,2.38,Less than 5,2.38
49027,49027,3.59,Less than 5,3.59,9.03,14-May,9.03
49029,49029,4.07,Less than 5,4.07,9.86,14-May,9.86
49031,49031,3.08,Less than 5,3.08,3.52,Less than 5,3.52
49033,49033,11.72,14-May,11.72,2.62,Less than 5,2.62
49035,49035,2.85,Less than 5,2.85,7,14-May,7
49037,49037,2.26,Less than 5,2.26,0.22,Less than 5,0.22
49039,49039,7.36,14-May,7.36,13.55,14-May,13.55
49041,49041,3.65,Less than 5,3.65,5.56,14-May,5.56
49043,49043,2.1,Less than 5,2.1,12.97,14-May,12.97
49045,49045,0.9,Less than 5,0.9,6.32,14-May,6.32
49047,49047,2.18,Less than 5,2.18,7.91,14-May,7.91
49049,49049,8.54,14-May,8.54,12.27,14-May,12.27
49051,49051,2.31,Less than 5,2.31,11.81,14-May,11.81
49053,49053,1.3,Less than 5,1.3,4.35,Less than 5,4.35
49055,49055,0.97,Less than 5,0.97,16.69,15 - 29,16.69
49057,49057,8.92,14-May,8.92,7.9,14-May,7.9
50001,50001,25.86,15 - 29,25.86,47.14,30 - 59,47.14
50003,50003,2.58,Less than 5,2.58,34.49,30 - 59,34.49
50005,50005,7,14-May,7,53.49,30 - 59,53.49
50007,50007,7.54,14-May,7.54,31.54,30 - 59,31.54
50009,50009,1.89,Less than 5,1.89,34.84,30 - 59,34.84
50011,50011,19.77,15 - 29,19.77,49.63,30 - 59,49.63
50013,50013,26.32,15 - 29,26.32,45.04,30 - 59,45.04
50015,50015,4.3,Less than 5,4.3,38.41,30 - 59,38.41
50017,50017,7.55,14-May,7.55,34.04,30 - 59,34.04
50019,50019,11.84,14-May,11.84,50.55,30 - 59,50.55
50021,50021,6.13,14-May,6.13,29.3,15 - 29,29.3
50023,50023,4.79,Less than 5,4.79,41.02,30 - 59,41.02
50025,50025,2.78,Less than 5,2.78,40.34,30 - 59,40.34
50027,50027,3.8,Less than 5,3.8,33.38,30 - 59,33.38
51001,51001,22.34,15 - 29,22.34,12.92,14-May,12.92
51003,51003,9.96,14-May,9.96,13.75,14-May,13.75
51005,51005,2.82,Less than 5,2.82,7.51,14-May,7.51
51007,51007,12.41,14-May,12.41,20.23,15 - 29,20.23
51009,51009,6.38,14-May,6.38,7.99,14-May,7.99
51011,51011,13.43,14-May,13.43,17,15 - 29,17
51013,51013,(D),Less than 5,,(D),Less than 5,
51015,51015,13.97,14-May,13.97,39.22,30 - 59,39.22
51017,51017,2.97,Less than 5,2.97,10.73,14-May,10.73
51019,51019,12.16,14-May,12.16,8.29,14-May,8.29
51021,51021,6.15,14-May,6.15,19.52,15 - 29,19.52
51023,51023,7.56,14-May,7.56,16.2,15 - 29,16.2
51025,51025,6.94,14-May,6.94,4.92,Less than 5,4.92
51027,51027,0.26,Less than 5,0.26,16.43,15 - 29,16.43
51029,51029,6.6,14-May,6.6,17.69,15 - 29,17.69
51031,51031,12.46,14-May,12.46,22.74,15 - 29,22.74
51033,51033,11.2,14-May,11.2,0.55,Less than 5,0.55
51035,51035,13.65,14-May,13.65,3.02,Less than 5,3.02
51036,51036,18.28,15 - 29,18.28,0.15,Less than 5,0.15
51037,51037,13.47,14-May,13.47,5.84,14-May,5.84
51041,51041,2.49,Less than 5,2.49,7.86,14-May,7.86
51043,51043,24.51,15 - 29,24.51,12.45,14-May,12.45
51045,51045,4.72,Less than 5,4.72,7.55,14-May,7.55
51047,51047,23.9,15 - 29,23.9,13.6,14-May,13.6
51049,51049,8.22,14-May,8.22,15.26,15 - 29,15.26
51051,51051,1.23,Less than 5,1.23,7.26,14-May,7.26
51053,51053,12.09,14-May,12.09,1.9,Less than 5,1.9
51057,51057,23.53,15 - 29,23.53,(D),Less than 5,
51059,51059,0.53,Less than 5,0.53,7.23,14-May,7.23
51061,51061,19.84,15 - 29,19.84,12.79,14-May,12.79
51063,51063,17.06,15 - 29,17.06,7.78,14-May,7.78
51065,51065,7.45,14-May,7.45,7.5,14-May,7.5
51067,51067,13.17,14-May,13.17,22.25,15 - 29,22.25
51069,51069,14.69,14-May,14.69,14.4,14-May,14.4
51071,51071,5.35,14-May,5.35,9.54,14-May,9.54
51073,51073,9.81,14-May,9.81,2.78,Less than 5,2.78
51075,51075,10.83,14-May,10.83,17.92,15 - 29,17.92
51077,51077,9.67,14-May,9.67,9.24,14-May,9.24
51079,51079,7.56,14-May,7.56,37.98,30 - 59,37.98
51081,51081,16.51,15 - 29,16.51,0.35,Less than 5,0.35
51083,51083,11.75,14-May,11.75,3.77,Less than 5,3.77
51085,51085,18.4,15 - 29,18.4,3.61,Less than 5,3.61
51087,51087,5.04,14-May,5.04,2.12,Less than 5,2.12
51089,51089,3.69,Less than 5,3.69,6.59,14-May,6.59
51091,51091,4.37,Less than 5,4.37,22.97,15 - 29,22.97
51093,51093,24.77,15 - 29,24.77,0.96,Less than 5,0.96
51095,51095,3.08,Less than 5,3.08,7.23,14-May,7.23
51097,51097,14.4,14-May,14.4,0.79,Less than 5,0.79
51099,51099,8.77,14-May,8.77,3.23,Less than 5,3.23
51101,51101,16.31,15 - 29,16.31,4.26,Less than 5,4.26
51103,51103,8.67,14-May,8.67,(D),Less than 5,
51105,51105,10.89,14-May,10.89,4.27,Less than 5,4.27
51107,51107,17.03,15 - 29,17.03,8.95,14-May,8.95
51109,51109,9.47,14-May,9.47,11.72,14-May,11.72
51111,51111,10.01,14-May,10.01,8.91,14-May,8.91
51113,51113,19.52,15 - 29,19.52,13.75,14-May,13.75
51115,51115,5.73,14-May,5.73,0.92,Less than 5,0.92
51117,51117,12.7,14-May,12.7,3.63,Less than 5,3.63
51119,51119,16.44,15 - 29,16.44,4.78,Less than 5,4.78
51121,51121,12.46,14-May,12.46,10.77,14-May,10.77
51125,51125,7.44,14-May,7.44,11.03,14-May,11.03
51127,51127,7.84,14-May,7.84,1.22,Less than 5,1.22
51131,51131,31.61,30 - 49,31.61,2.12,Less than 5,2.12
51133,51133,27.36,15 - 29,27.36,(D),14-May,
51135,51135,11.24,14-May,11.24,20.49,15 - 29,20.49
51137,51137,18.55,15 - 29,18.55,16.11,15 - 29,16.11
51139,51139,14.16,14-May,14.16,46.97,30 - 59,46.97
51141,51141,7.39,14-May,7.39,8.89,14-May,8.89
51143,51143,15.5,15 - 29,15.5,10.61,14-May,10.61
51145,51145,6.34,14-May,6.34,18.2,15 - 29,18.2
51147,51147,8.79,14-May,8.79,15.4,15 - 29,15.4
51149,51149,9.97,14-May,9.97,0.13,Less than 5,0.13
51153,51153,8.53,14-May,8.53,12.21,14-May,12.21
51155,51155,13.06,14-May,13.06,5.96,14-May,5.96
51157,51157,10.15,14-May,10.15,6.39,14-May,6.39
51159,51159,18.2,15 - 29,18.2,1.34,Less than 5,1.34
51161,51161,3.87,Less than 5,3.87,3.12,Less than 5,3.12
51163,51163,10.84,14-May,10.84,21.91,15 - 29,21.91
51165,51165,18.11,15 - 29,18.11,61.32,60 or more,61.32
51167,51167,11.21,14-May,11.21,6.06,14-May,6.06
51169,51169,9.76,14-May,9.76,5.75,14-May,5.75
51171,51171,16.19,15 - 29,16.19,30.43,30 - 59,30.43
51173,51173,11.9,14-May,11.9,9.84,14-May,9.84
51175,51175,24.25,15 - 29,24.25,0.74,Less than 5,0.74
51177,51177,7.1,14-May,7.1,22.71,15 - 29,22.71
51179,51179,3.86,Less than 5,3.86,7.84,14-May,7.84
51181,51181,19.02,15 - 29,19.02,1.15,Less than 5,1.15
51183,51183,12.55,14-May,12.55,0.15,Less than 5,0.15
51185,51185,8.76,14-May,8.76,12.97,14-May,12.97
51187,51187,11.59,14-May,11.59,15.9,15 - 29,15.9
51191,51191,14.74,14-May,14.74,9.36,14-May,9.36
51193,51193,24.5,15 - 29,24.5,1.21,Less than 5,1.21
51195,51195,1.34,Less than 5,1.34,7.94,14-May,7.94
51197,51197,16.73,15 - 29,16.73,9.97,14-May,9.97
51199,51199,(D),Less than 5,,(D),30 - 59,
51550,51550,15.44,15 - 29,15.44,1.57,Less than 5,1.57
51800,51800,19.89,15 - 29,19.89,1.7,Less than 5,1.7
51810,51810,10.93,14-May,10.93,4.73,Less than 5,4.73
53001,53001,66.15,50 - 74,66.15,0.56,Less than 5,0.56
53003,53003,20.71,15 - 29,20.71,0.43,Less than 5,0.43
53005,53005,47.7,30 - 49,47.7,3.62,Less than 5,3.62
53007,53007,1.69,Less than 5,1.69,1.02,Less than 5,1.02
53009,53009,0.73,Less than 5,0.73,12.81,14-May,12.81
53011,53011,7.2,14-May,7.2,12.67,14-May,12.67
53013,53013,33.18,30 - 49,33.18,0.17,Less than 5,0.17
53015,53015,2.55,Less than 5,2.55,9.78,14-May,9.78
53017,53017,46.85,30 - 49,46.85,0.26,Less than 5,0.26
53019,53019,1.38,Less than 5,1.38,1.62,Less than 5,1.62
53021,53021,56.88,50 - 74,56.88,2.07,Less than 5,2.07
53023,53023,41.23,30 - 49,41.23,(D),Less than 5,
53025,53025,41.99,30 - 49,41.99,5.96,14-May,5.96
53027,53027,1.87,Less than 5,1.87,13.2,14-May,13.2
53029,53029,5.56,14-May,5.56,17.04,15 - 29,17.04
53031,53031,0.36,Less than 5,0.36,16.85,15 - 29,16.85
53033,53033,1.45,Less than 5,1.45,21.95,15 - 29,21.95
53035,53035,1,Less than 5,1,12.62,14-May,12.62
53037,53037,4.65,Less than 5,4.65,3.32,Less than 5,3.32
53039,53039,16.05,15 - 29,16.05,0.97,Less than 5,0.97
53041,53041,3.53,Less than 5,3.53,18.05,15 - 29,18.05
53043,53043,54.67,50 - 74,54.67,0.93,Less than 5,0.93
53045,53045,0.77,Less than 5,0.77,7,14-May,7
53047,53047,3.83,Less than 5,3.83,12.09,14-May,12.09
53049,53049,2.17,Less than 5,2.17,12.09,14-May,12.09
53051,53051,1.71,Less than 5,1.71,1.67,Less than 5,1.67
53053,53053,1.08,Less than 5,1.08,15.98,15 - 29,15.98
53055,53055,4.96,Less than 5,4.96,3.48,Less than 5,3.48
53057,53057,6.03,14-May,6.03,11.9,14-May,11.9
53059,53059,0.12,Less than 5,0.12,(D),Less than 5,
53061,53061,2.18,Less than 5,2.18,25.63,15 - 29,25.63
53063,53063,32.75,30 - 49,32.75,0.72,Less than 5,0.72
53065,53065,5.6,14-May,5.6,2.51,Less than 5,2.51
53067,53067,4.99,Less than 5,4.99,22.44,15 - 29,22.44
53069,53069,1.6,Less than 5,1.6,24.88,15 - 29,24.88
53071,53071,69.6,50 - 74,69.6,0.58,Less than 5,0.58
53073,53073,5.84,14-May,5.84,39.28,30 - 59,39.28
53075,53075,73.81,50 - 74,73.81,0.08,Less than 5,0.08
53077,53077,11.16,14-May,11.16,5.91,14-May,5.91
54001,54001,8.8,14-May,8.8,8.26,14-May,8.26
54003,54003,16.19,15 - 29,16.19,11.72,14-May,11.72
54005,54005,0.04,Less than 5,0.04,(D),Less than 5,
54007,54007,4.48,Less than 5,4.48,8.34,14-May,8.34
54009,54009,7.61,14-May,7.61,14.85,14-May,14.85
54011,54011,3.49,Less than 5,3.49,11.13,14-May,11.13
54013,54013,4.16,Less than 5,4.16,9.1,14-May,9.1
54015,54015,1.01,Less than 5,1.01,1.68,Less than 5,1.68
54017,54017,4.87,Less than 5,4.87,6.73,14-May,6.73
54019,54019,1.45,Less than 5,1.45,3.88,Less than 5,3.88
54021,54021,5.39,14-May,5.39,16.4,15 - 29,16.4
54023,54023,6.98,14-May,6.98,29.81,15 - 29,29.81
54025,54025,5.47,14-May,5.47,22.23,15 - 29,22.23
54027,54027,8.49,14-May,8.49,26.42,15 - 29,26.42
54029,54029,5.8,14-May,5.8,6.69,14-May,6.69
54031,54031,7.84,14-May,7.84,51.23,30 - 59,51.23
54033,54033,9.67,14-May,9.67,6.34,14-May,6.34
54035,54035,8.67,14-May,8.67,10.29,14-May,10.29
54037,54037,30.84,30 - 49,30.84,24.11,15 - 29,24.11
54039,54039,0.71,Less than 5,0.71,13.65,14-May,13.65
54041,54041,6.53,14-May,6.53,9.12,14-May,9.12
54043,54043,1.18,Less than 5,1.18,8.43,14-May,8.43
54045,54045,0.01,Less than 5,0.01,0,Less than 5,0
54047,54047,0.04,Less than 5,0.04,(D),14-May,
54049,54049,6.43,14-May,6.43,7.16,14-May,7.16
54051,54051,11.65,14-May,11.65,8.75,14-May,8.75
54053,54053,14.39,14-May,14.39,10.19,14-May,10.19
54055,54055,3.62,Less than 5,3.62,4.62,Less than 5,4.62
54057,54057,7.96,14-May,7.96,17.57,15 - 29,17.57
54059,54059,0.02,Less than 5,0.02,0,Less than 5,0
54061,54061,6.49,14-May,6.49,11.68,14-May,11.68
54063,54063,9.64,14-May,9.64,10.68,14-May,10.68
54065,54065,5.35,14-May,5.35,9.77,14-May,9.77
54067,54067,3.29,Less than 5,3.29,6.22,14-May,6.22
54069,54069,17.51,15 - 29,17.51,12.41,14-May,12.41
54071,54071,5.47,14-May,5.47,46.38,30 - 59,46.38
54073,54073,4.97,Less than 5,4.97,9.06,14-May,9.06
54075,54075,3.11,Less than 5,3.11,7.64,14-May,7.64
54077,54077,10.81,14-May,10.81,18,15 - 29,18
54079,54079,5.53,14-May,5.53,10.01,14-May,10.01
54081,54081,2.1,Less than 5,2.1,15.18,15 - 29,15.18
54083,54083,2.98,Less than 5,2.98,11.2,14-May,11.2
54085,54085,6.07,14-May,6.07,8.29,14-May,8.29
54087,54087,6.96,14-May,6.96,6.86,14-May,6.86
54089,54089,4.71,Less than 5,4.71,3.45,Less than 5,3.45
54091,54091,9.41,14-May,9.41,6.67,14-May,6.67
54093,54093,2.49,Less than 5,2.49,14.71,14-May,14.71
54095,54095,7.01,14-May,7.01,9.03,14-May,9.03
54097,54097,6.59,14-May,6.59,30.22,30 - 59,30.22
54099,54099,1.15,Less than 5,1.15,9.48,14-May,9.48
54101,54101,0.5,Less than 5,0.5,(D),Less than 5,
54103,54103,3.33,Less than 5,3.33,9.13,14-May,9.13
54105,54105,5.18,14-May,5.18,6.34,14-May,6.34
54107,54107,9.31,14-May,9.31,7.23,14-May,7.23
54109,54109,0.16,Less than 5,0.16,(D),Less than 5,
55001,55001,21.19,15 - 29,21.19,4.45,Less than 5,4.45
55003,55003,3.18,Less than 5,3.18,18.24,15 - 29,18.24
